item,weight,code
公务,5.528398831959829e-06,bayh
锥,5.528398831959829e-06,bayi
林林,5.528398831959829e-06,bayj
濒临,5.528398831959829e-06,bayk
民事诉讼,5.528398831959829e-06,bayl
离奇,5.528398831959829e-06,baym
耷拉,5.528398831959829e-06,bayn
愚,5.528398831959829e-06,bayo
悔恨,5.528398831959829e-06,bayp
稿件,5.528398831959829e-06,bayq
白布,5.528398831959829e-06,bayr
花蕾,5.528398831959829e-06,bays
逃脱,5.528398831959829e-06,bayt
话头,5.528398831959829e-06,bayu
突发,5.528398831959829e-06,bayv
著述,5.528398831959829e-06,bayw
礼节,5.528398831959829e-06,bayx
争先恐后,5.528398831959829e-06,bayy
鄙视,5.528398831959829e-06,bayz
西山,5.528398831959829e-06,baza
主客观,5.528398831959829e-06,bazb
失效,5.528398831959829e-06,bazc
立宪,5.528398831959829e-06,bazd
涩,5.528398831959829e-06,baze
巨响,5.528398831959829e-06,bazf
海斯,5.528398831959829e-06,bazg
红外线,5.528398831959829e-06,bazh
嘲讽,5.528398831959829e-06,bazi
居多,5.528398831959829e-06,bazj
替换,5.528398831959829e-06,bazk
寒潮,5.528398831959829e-06,bazl
策,5.528398831959829e-06,bazm
漩涡,5.528398831959829e-06,bazn
偕,5.528398831959829e-06,bazo
计时,5.528398831959829e-06,bazp
民工,5.528398831959829e-06,bazq
繁杂,5.528398831959829e-06,bazr
脱去,5.528398831959829e-06,bazs
蝶,5.528398831959829e-06,bazt
小队,5.528398831959829e-06,bazu
喷射,5.528398831959829e-06,bazv
券,5.528398831959829e-06,bazw
生产量,5.528398831959829e-06,bazx
头晕,5.528398831959829e-06,bazy
日本兵,5.528398831959829e-06,bazz
领头,5.528398831959829e-06,bbaa
奉行,5.528398831959829e-06,bbab
高宗,5.528398831959829e-06,bbac
兴修,5.528398831959829e-06,bbad
锗,5.528398831959829e-06,bbae
身世,5.528398831959829e-06,bbaf
躺在,5.528398831959829e-06,bbag
仅次于,5.528398831959829e-06,bbah
警觉,5.528398831959829e-06,bbai
五颜六色,5.528398831959829e-06,bbaj
闭幕,5.528398831959829e-06,bbak
原子量,5.528398831959829e-06,bbal
敌情,5.528398831959829e-06,bbam
穷尽,5.528398831959829e-06,bban
名胜,5.528398831959829e-06,bbao
排卵,5.528398831959829e-06,bbap
吴作人,5.528398831959829e-06,bbaq
钞,5.528398831959829e-06,bbar
庄子,5.528398831959829e-06,bbas
城堡,5.528398831959829e-06,bbat
眼花缭乱,5.528398831959829e-06,bbau
终极,5.528398831959829e-06,bbav
菜园,5.528398831959829e-06,bbaw
旗号,5.528398831959829e-06,bbax
发源,5.528398831959829e-06,bbay
龙王,5.528398831959829e-06,bbaz
不简单,5.528398831959829e-06,bbba
琴声,5.528398831959829e-06,bbbb
发电厂,5.528398831959829e-06,bbbc
好说,5.528398831959829e-06,bbbd
残疾人,5.528398831959829e-06,bbbe
肿胀,5.528398831959829e-06,bbbf
难点,5.528398831959829e-06,bbbg
创刊,5.528398831959829e-06,bbbh
与会,5.528398831959829e-06,bbbi
象征性,5.528398831959829e-06,bbbj
重用,5.528398831959829e-06,bbbk
教练员,5.528398831959829e-06,bbbl
静静,5.528398831959829e-06,bbbm
堂堂,5.528398831959829e-06,bbbn
骂道,5.528398831959829e-06,bbbo
浓重,5.528398831959829e-06,bbbp
宝座,5.528398831959829e-06,bbbq
观察者,5.528398831959829e-06,bbbr
嚷嚷,5.528398831959829e-06,bbbs
桥头,5.528398831959829e-06,bbbt
送走,5.528398831959829e-06,bbbu
砧木,5.528398831959829e-06,bbbv
出外,5.528398831959829e-06,bbbw
伎,5.528398831959829e-06,bbbx
目瞪口呆,5.528398831959829e-06,bbby
摊子,5.528398831959829e-06,bbbz
定国,5.528398831959829e-06,bbca
减速,5.528398831959829e-06,bbcb
地衣,5.528398831959829e-06,bbcc
废墟,5.528398831959829e-06,bbcd
叔同,5.528398831959829e-06,bbce
生产责任制,5.528398831959829e-06,bbcf
哨兵,5.528398831959829e-06,bbcg
颌骨,5.528398831959829e-06,bbch
口岸,5.528398831959829e-06,bbci
跪下,5.528398831959829e-06,bbcj
登门,5.528398831959829e-06,bbck
危,5.528398831959829e-06,bbcl
周刊,5.528398831959829e-06,bbcm
枣,5.528398831959829e-06,bbcn
电钮,5.528398831959829e-06,bbco
车里,5.528398831959829e-06,bbcp
科举,5.528398831959829e-06,bbcq
高纬度,5.528398831959829e-06,bbcr
肖像,5.528398831959829e-06,bbcs
焕发,5.528398831959829e-06,bbct
领队,5.528398831959829e-06,bbcu
大块,5.528398831959829e-06,bbcv
富贵,5.528398831959829e-06,bbcw
钟声,5.528398831959829e-06,bbcx
黎小玲,5.528398831959829e-06,bbcy
下肢,5.528398831959829e-06,bbcz
碳酸钙,5.528398831959829e-06,bbda
透彻,5.528398831959829e-06,bbdb
肉食,5.528398831959829e-06,bbdc
顶多,5.528398831959829e-06,bbdd
地方性,5.528398831959829e-06,bbde
工匠,5.528398831959829e-06,bbdf
郑州,5.528398831959829e-06,bbdg
进到,5.528398831959829e-06,bbdh
膳食,5.528398831959829e-06,bbdi
扔掉,5.528398831959829e-06,bbdj
微量元素,5.528398831959829e-06,bbdk
铺盖,5.528398831959829e-06,bbdl
满天,5.528398831959829e-06,bbdm
巴金,5.528398831959829e-06,bbdn
五光十色,5.528398831959829e-06,bbdo
不愧,5.528398831959829e-06,bbdp
融洽,5.528398831959829e-06,bbdq
脑后,5.528398831959829e-06,bbdr
新教,5.528398831959829e-06,bbds
般的,5.528398831959829e-06,bbdt
桨,5.528398831959829e-06,bbdu
逸出,5.528398831959829e-06,bbdv
渺小,5.528398831959829e-06,bbdw
仰起,5.528398831959829e-06,bbdx
讯,5.528398831959829e-06,bbdy
新石器时代,5.528398831959829e-06,bbdz
深造,5.528398831959829e-06,bbea
省区,5.528398831959829e-06,bbeb
湖南省,5.528398831959829e-06,bbec
红润,5.528398831959829e-06,bbed
航道,5.528398831959829e-06,bbee
火葬,5.528398831959829e-06,bbef
钢笔,5.528398831959829e-06,bbeg
他们俩,5.528398831959829e-06,bbeh
迁就,5.528398831959829e-06,bbei
乞丐,5.528398831959829e-06,bbej
爹妈,5.528398831959829e-06,bbek
打响,5.528398831959829e-06,bbel
人手,5.528398831959829e-06,bbem
兵团,5.528398831959829e-06,bben
突击队,5.528398831959829e-06,bbeo
柴可夫斯基,5.528398831959829e-06,bbep
由此可知,5.528398831959829e-06,bbeq
超级,5.528398831959829e-06,bber
初生,5.528398831959829e-06,bbes
细雨,5.528398831959829e-06,bbet
吓唬,5.528398831959829e-06,bbeu
吏,5.528398831959829e-06,bbev
痒,5.528398831959829e-06,bbew
冒充,5.528398831959829e-06,bbex
说清楚,5.528398831959829e-06,bbey
怪事,5.528398831959829e-06,bbez
迈出,5.528398831959829e-06,bbfa
实况,5.528398831959829e-06,bbfb
葡,5.528398831959829e-06,bbfc
要道,5.528398831959829e-06,bbfd
病床,5.528398831959829e-06,bbfe
营房,5.528398831959829e-06,bbff
度数,5.528398831959829e-06,bbfg
异口同声,5.528398831959829e-06,bbfh
也罢,5.528398831959829e-06,bbfi
宴,5.528398831959829e-06,bbfj
重病,5.528398831959829e-06,bbfk
唠叨,5.528398831959829e-06,bbfl
轰击,5.528398831959829e-06,bbfm
态势,5.528398831959829e-06,bbfn
矿藏,5.528398831959829e-06,bbfo
近代史,5.528398831959829e-06,bbfp
视网膜,5.528398831959829e-06,bbfq
科室,5.528398831959829e-06,bbfr
松花江,5.528398831959829e-06,bbfs
农庄,5.528398831959829e-06,bbft
芳,5.528398831959829e-06,bbfu
董事,5.528398831959829e-06,bbfv
计划性,5.528398831959829e-06,bbfw
中国人民解放军,5.528398831959829e-06,bbfx
阳性,5.528398831959829e-06,bbfy
可为,5.528398831959829e-06,bbfz
镭,5.528398831959829e-06,bbga
秦国,5.528398831959829e-06,bbgb
家里人,5.528398831959829e-06,bbgc
柳州,5.528398831959829e-06,bbgd
单位制,5.528398831959829e-06,bbge
愤恨,5.528398831959829e-06,bbgf
野猪,5.528398831959829e-06,bbgg
药剂,5.528398831959829e-06,bbgh
张春桥,5.528398831959829e-06,bbgi
其时,5.528398831959829e-06,bbgj
略带,5.528398831959829e-06,bbgk
劳工,5.528398831959829e-06,bbgl
探险,5.528398831959829e-06,bbgm
褐,5.528398831959829e-06,bbgn
批量,5.528398831959829e-06,bbgo
形象化,5.528398831959829e-06,bbgp
诺贝尔,5.528398831959829e-06,bbgq
合唱,5.528398831959829e-06,bbgr
海燕,5.528398831959829e-06,bbgs
热忱,5.528398831959829e-06,bbgt
尔,5.528398831959829e-06,bbgu
家用,5.528398831959829e-06,bbgv
攻读,5.528398831959829e-06,bbgw
教学计划,5.528398831959829e-06,bbgx
禁忌,5.528398831959829e-06,bbgy
运往,5.528398831959829e-06,bbgz
明暗,5.528398831959829e-06,bbha
禁锢,5.528398831959829e-06,bbhb
部份,5.528398831959829e-06,bbhc
会后,5.528398831959829e-06,bbhd
球体,5.528398831959829e-06,bbhe
齐声,5.528398831959829e-06,bbhf
近海,5.528398831959829e-06,bbhg
绿洲,5.528398831959829e-06,bbhh
惩办,5.528398831959829e-06,bbhi
取向,5.528398831959829e-06,bbhj
胡友松,5.528398831959829e-06,bbhk
核准,5.528398831959829e-06,bbhl
担架,5.528398831959829e-06,bbhm
漫不经心,5.528398831959829e-06,bbhn
主观主义,5.528398831959829e-06,bbho
生活史,5.528398831959829e-06,bbhp
现时,5.528398831959829e-06,bbhq
江浩,5.528398831959829e-06,bbhr
挫伤,5.528398831959829e-06,bbhs
水兵,5.528398831959829e-06,bbht
飘来,5.528398831959829e-06,bbhu
社会学家,5.528398831959829e-06,bbhv
枪毙,5.528398831959829e-06,bbhw
沉寂,5.528398831959829e-06,bbhx
度量,5.528398831959829e-06,bbhy
屡次,5.528398831959829e-06,bbhz
好汉,5.528398831959829e-06,bbia
野花,5.528398831959829e-06,bbib
共同体,5.528398831959829e-06,bbic
感受器,5.528398831959829e-06,bbid
巴尔扎克,5.528398831959829e-06,bbie
南边,5.528398831959829e-06,bbif
腻,5.528398831959829e-06,bbig
小人书,5.528398831959829e-06,bbih
执照,5.528398831959829e-06,bbii
销货,5.528398831959829e-06,bbij
赵强,5.528398831959829e-06,bbik
杨虎城,5.528398831959829e-06,bbil
柱头,5.528398831959829e-06,bbim
心血管,5.528398831959829e-06,bbin
志向,5.528398831959829e-06,bbio
疏远,5.528398831959829e-06,bbip
直流,5.528398831959829e-06,bbiq
威武,5.528398831959829e-06,bbir
左翼,5.528398831959829e-06,bbis
孢,5.528398831959829e-06,bbit
相对湿度,5.528398831959829e-06,bbiu
华沙,5.528398831959829e-06,bbiv
开元,5.528398831959829e-06,bbiw
冯俭,5.528398831959829e-06,bbix
腊月,5.528398831959829e-06,bbiy
舍弃,5.528398831959829e-06,bbiz
年幼,5.528398831959829e-06,bbja
发火,5.528398831959829e-06,bbjb
颜,5.528398831959829e-06,bbjc
矛头,5.528398831959829e-06,bbjd
屋外,5.528398831959829e-06,bbje
踏进,5.528398831959829e-06,bbjf
有色金属,5.528398831959829e-06,bbjg
商议,5.528398831959829e-06,bbjh
核武器,5.528398831959829e-06,bbji
摒弃,5.528398831959829e-06,bbjj
普查,5.528398831959829e-06,bbjk
慈禧,5.528398831959829e-06,bbjl
核桃,5.528398831959829e-06,bbjm
东山,5.528398831959829e-06,bbjn
稳重,5.528398831959829e-06,bbjo
怒吼,5.528398831959829e-06,bbjp
矫正,5.528398831959829e-06,bbjq
小鸡,5.528398831959829e-06,bbjr
未尝,5.528398831959829e-06,bbjs
建房,5.528398831959829e-06,bbjt
鞭策,5.528398831959829e-06,bbju
热带雨林,5.528398831959829e-06,bbjv
划定,5.528398831959829e-06,bbjw
瓷,5.528398831959829e-06,bbjx
驯服,5.528398831959829e-06,bbjy
上天,5.528398831959829e-06,bbjz
心肠,5.528398831959829e-06,bbka
张罗,5.528398831959829e-06,bbkb
变压器,5.528398831959829e-06,bbkc
奴才,5.528398831959829e-06,bbkd
不佳,5.528398831959829e-06,bbke
福气,5.528398831959829e-06,bbkf
血液循环,5.528398831959829e-06,bbkg
同居,5.528398831959829e-06,bbkh
扭动,5.528398831959829e-06,bbki
获胜,5.528398831959829e-06,bbkj
一九五四,5.528398831959829e-06,bbkk
有益于,5.528398831959829e-06,bbkl
奋起,5.528398831959829e-06,bbkm
邮政,5.528398831959829e-06,bbkn
眠,5.528398831959829e-06,bbko
暂行,5.528398831959829e-06,bbkp
农业机械,5.528398831959829e-06,bbkq
相会,5.528398831959829e-06,bbkr
宏大,5.528398831959829e-06,bbks
伤感,5.528398831959829e-06,bbkt
作到,5.528398831959829e-06,bbku
弹力,5.528398831959829e-06,bbkv
圆盘,5.528398831959829e-06,bbkw
召,5.528398831959829e-06,bbkx
没想,5.528398831959829e-06,bbky
培养基,5.528398831959829e-06,bbkz
尖子,5.528398831959829e-06,bbla
风波,5.528398831959829e-06,bblb
花丛,5.528398831959829e-06,bblc
文化遗产,5.528398831959829e-06,bbld
可想而知,5.528398831959829e-06,bble
灵敏度,5.528398831959829e-06,bblf
侥幸,5.528398831959829e-06,bblg
黄山,5.528398831959829e-06,bblh
太宗,5.528398831959829e-06,bbli
纯收入,5.528398831959829e-06,bblj
污染物,5.528398831959829e-06,bblk
愤,5.528398831959829e-06,bbll
保温,5.528398831959829e-06,bblm
在意,5.528398831959829e-06,bbln
偶像,5.528398831959829e-06,bblo
假期,5.528398831959829e-06,bblp
焰,5.528398831959829e-06,bblq
切合,5.528398831959829e-06,bblr
百花齐放,5.528398831959829e-06,bbls
枢,5.528398831959829e-06,bblt
电冰箱,5.528398831959829e-06,bblu
喧闹,5.528398831959829e-06,bblv
劳资,5.528398831959829e-06,bblw
共和党,5.528398831959829e-06,bblx
新西兰,5.528398831959829e-06,bbly
愣住,5.528398831959829e-06,bblz
按住,5.528398831959829e-06,bbma
北边,5.528398831959829e-06,bbmb
千斤,5.528398831959829e-06,bbmc
梦里,5.528398831959829e-06,bbmd
吉,5.528398831959829e-06,bbme
求学,5.528398831959829e-06,bbmf
灭绝,5.528398831959829e-06,bbmg
过敏,5.528398831959829e-06,bbmh
翡翠,5.528398831959829e-06,bbmi
橙,5.528398831959829e-06,bbmj
黄金时代,5.528398831959829e-06,bbmk
不顾一切,5.528398831959829e-06,bbml
引发,5.528398831959829e-06,bbmm
战栗,5.528398831959829e-06,bbmn
分组,5.528398831959829e-06,bbmo
王起明,5.528398831959829e-06,bbmp
亲缘,5.528398831959829e-06,bbmq
生物界,5.528398831959829e-06,bbmr
李嘉图,5.528398831959829e-06,bbms
共同语,5.528398831959829e-06,bbmt
小龙,5.528398831959829e-06,bbmu
迂回,5.528398831959829e-06,bbmv
起舞,5.528398831959829e-06,bbmw
切忌,5.528398831959829e-06,bbmx
笃,5.528398831959829e-06,bbmy
猖狂,5.528398831959829e-06,bbmz
解放,0.00014484404939734752,bbn
感觉,0.00014484404939734752,bbo
船,0.00014484404939734752,bbp
相对,0.00014484404939734752,bbq
离,0.00014484404939734752,bbr
短,0.00014484404939734752,bbs
回到,0.0001459497291637395,bbt
权利,0.0001459497291637395,bbu
这位,0.0001459497291637395,bbv
限制,0.0001459497291637395,bbw
意思,0.00014705540893013145,bbx
教授,0.00014705540893013145,bby
晚上,0.00014705540893013145,bbz
原子,0.00014705540893013145,bca
检查,0.00014705540893013145,bcb
体系,0.0001481610886965234,bcc
通常,0.0001481610886965234,bcd
分为,0.0001481610886965234,bce
祖国,0.0001481610886965234,bcf
那是,0.0001481610886965234,bcg
机关,0.0001481610886965234,bch
么,0.0001481610886965234,bci
立即,0.0001481610886965234,bcj
举行,0.00014926676846291538,bck
小时,0.00014926676846291538,bcl
尽管,0.00014926676846291538,bcm
带来,0.00014926676846291538,bcn
山,0.00014926676846291538,bco
一致,0.00014926676846291538,bcp
表明,0.00014926676846291538,bcq
集体,0.00014926676846291538,bcr
九,0.00014926676846291538,bcs
商业,0.00015037244822930734,bct
这儿,0.00015037244822930734,bcu
里面,0.00015037244822930734,bcv
找到,0.00015037244822930734,bcw
无论,0.00015037244822930734,bcx
开展,0.00015037244822930734,bcy
超过,0.00015037244822930734,bcz
人,0.003932902929056223,bd
其实,0.00015037244822930734,bea
伟大,0.00015037244822930734,beb
提,0.00015037244822930734,bec
支持,0.00015147812799569933,bed
称,0.00015147812799569933,bee
也许,0.00015147812799569933,bef
并不是,0.00015147812799569933,beg
强调,0.00015147812799569933,beh
状况,0.00015147812799569933,bei
朋友,0.00015147812799569933,bej
工具,0.00015147812799569933,bek
尤其,0.0001525838077620913,bel
更加,0.0001525838077620913,bem
明确,0.0001525838077620913,ben
市,0.0001525838077620913,beo
中间,0.0001525838077620913,bep
曾经,0.0001525838077620913,beq
军事,0.0001525838077620913,ber
角,0.0001525838077620913,bes
著名,0.00015368948752848323,bet
区别,0.00015368948752848323,beu
送,0.00015368948752848323,bev
期,0.00015368948752848323,bew
县,0.00015368948752848323,bex
听到,0.00015368948752848323,bey
本质,0.00015368948752848323,bez
都,0.003971601720879942,bf
很快,0.00015368948752848323,bga
某种,0.00015479516729487522,bgb
道路,0.00015479516729487522,bgc
以下,0.00015479516729487522,bgd
正常,0.00015479516729487522,bge
在于,0.00015590084706126718,bgf
安排,0.00015590084706126718,bgg
认真,0.00015590084706126718,bgh
一片,0.00015590084706126718,bgi
此外,0.00015590084706126718,bgj
执行,0.00015700652682765914,bgk
支,0.00015700652682765914,bgl
不好,0.00015700652682765914,bgm
位置,0.00015700652682765914,bgn
逐步,0.00015700652682765914,bgo
其它,0.0001581122065940511,bgp
前面,0.0001581122065940511,bgq
训练,0.0001581122065940511,bgr
平衡,0.0001581122065940511,bgs
不但,0.00015921788636044307,bgt
每个,0.00015921788636044307,bgu
爸爸,0.00015921788636044307,bgv
儿子,0.00015921788636044307,bgw
主张,0.00015921788636044307,bgx
改造,0.00016032356612683506,bgy
达,0.00016032356612683506,bgz
说,0.004098754894015017,bh
分配,0.00016032356612683506,bia
教学,0.00016032356612683506,bib
先进,0.00016142924589322702,bic
底,0.00016142924589322702,bid
下面,0.00016142924589322702,bie
算,0.00016142924589322702,bif
号,0.00016142924589322702,big
故,0.00016142924589322702,bih
喜欢,0.00016142924589322702,bii
老师,0.00016253492565961896,bij
妇女,0.00016253492565961896,bik
制,0.00016253492565961896,bil
拉,0.00016253492565961896,bim
随,0.00016253492565961896,bin
入,0.00016253492565961896,bio
报告,0.00016253492565961896,bip
无法,0.00016364060542601095,biq
现代化,0.00016364060542601095,bir
余,0.00016364060542601095,bis
封建,0.00016364060542601095,bit
实际上,0.00016364060542601095,biu
公司,0.00016364060542601095,biv
质,0.00016364060542601095,biw
投资,0.0001647462851924029,bix
来到,0.0001647462851924029,biy
共,0.0001647462851924029,biz
广泛,0.0001647462851924029,bja
厂,0.0001647462851924029,bjb
想到,0.00016585196495879487,bjc
中央,0.00016585196495879487,bjd
加,0.00016585196495879487,bje
设备,0.00016585196495879487,bjf
出去,0.00016585196495879487,bjg
意识,0.00016585196495879487,bjh
道德,0.00016585196495879487,bji
观念,0.00016585196495879487,bjj
黑,0.00016695764472518683,bjk
子,0.00016695764472518683,bjl
分之,0.00016695764472518683,bjm
讨论,0.00016695764472518683,bjn
资料,0.00016695764472518683,bjo
深,0.00016695764472518683,bjp
物体,0.00016695764472518683,bjq
数量,0.0001680633244915788,bjr
活,0.0001680633244915788,bjs
资源,0.0001680633244915788,bjt
电子,0.0001680633244915788,bju
舞蹈,0.0001680633244915788,bjv
发出,0.0001680633244915788,bjw
马,0.0001680633244915788,bjx
作出,0.0001680633244915788,bjy
新闻,0.00016916900425797076,bjz
上,0.004406133869071984,bk
民主,0.00016916900425797076,bla
忽然,0.00016916900425797076,blb
女,0.00016916900425797076,blc
行动,0.00016916900425797076,bld
生物,0.00017027468402436275,ble
越,0.00017027468402436275,blf
部队,0.00017027468402436275,blg
巨大,0.00017027468402436275,blh
职工,0.00017027468402436275,bli
统治,0.00017138036379075468,blj
帝国主义,0.00017138036379075468,blk
稳定,0.00017138036379075468,bll
明白,0.00017138036379075468,blm
线,0.00017138036379075468,bln
忙,0.00017138036379075468,blo
穿,0.00017138036379075468,blp
计算,0.00017138036379075468,blq
成立,0.00017248604355714665,blr
考虑,0.00017248604355714665,bls
是否,0.00017248604355714665,blt
办,0.00017248604355714665,blu
仅,0.00017248604355714665,blv
之中,0.00017248604355714665,blw
腼腆,6.634078598351794e-06,blxa
搞上去,6.634078598351794e-06,blxb
多种经营,6.634078598351794e-06,blxc
茶几,6.634078598351794e-06,blxd
课堂上,6.634078598351794e-06,blxe
短篇小说,6.634078598351794e-06,blxf
省级,6.634078598351794e-06,blxg
自居,6.634078598351794e-06,blxh
丹,6.634078598351794e-06,blxi
棱镜,6.634078598351794e-06,blxj
毁坏,6.634078598351794e-06,blxk
蝌蚪,6.634078598351794e-06,blxl
明月,6.634078598351794e-06,blxm
人称,6.634078598351794e-06,blxn
分娩,6.634078598351794e-06,blxo
僮族,6.634078598351794e-06,blxp
刹那间,6.634078598351794e-06,blxq
耳光,6.634078598351794e-06,blxr
张发奎,6.634078598351794e-06,blxs
阿根廷,6.634078598351794e-06,blxt
背叛,6.634078598351794e-06,blxu
顶峰,6.634078598351794e-06,blxv
出息,6.634078598351794e-06,blxw
检修,6.634078598351794e-06,blxx
残存,6.634078598351794e-06,blxy
亮相,6.634078598351794e-06,blxz
同源,6.634078598351794e-06,blya
变色,6.634078598351794e-06,blyb
物件,6.634078598351794e-06,blyc
间谍,6.634078598351794e-06,blyd
卑鄙,6.634078598351794e-06,blye
省里,6.634078598351794e-06,blyf
车队,6.634078598351794e-06,blyg
一例,6.634078598351794e-06,blyh
翻阅,6.634078598351794e-06,blyi
伊犁,6.634078598351794e-06,blyj
独奏,6.634078598351794e-06,blyk
屑,6.634078598351794e-06,blyl
胡乱,6.634078598351794e-06,blym
第四纪,6.634078598351794e-06,blyn
维,6.634078598351794e-06,blyo
日内瓦,6.634078598351794e-06,blyp
民政,6.634078598351794e-06,blyq
管家,6.634078598351794e-06,blyr
雷鸣,6.634078598351794e-06,blys
非生产性,6.634078598351794e-06,blyt
譬如说,6.634078598351794e-06,blyu
衷心,6.634078598351794e-06,blyv
告辞,6.634078598351794e-06,blyw
圣人,6.634078598351794e-06,blyx
平均值,6.634078598351794e-06,blyy
养猪,6.634078598351794e-06,blyz
死死,6.634078598351794e-06,blza
醒目,6.634078598351794e-06,blzb
开刀,6.634078598351794e-06,blzc
虚幻,6.634078598351794e-06,blzd
班组,6.634078598351794e-06,blze
唯物史观,6.634078598351794e-06,blzf
势力范围,6.634078598351794e-06,blzg
供需,6.634078598351794e-06,blzh
手电筒,6.634078598351794e-06,blzi
提包,6.634078598351794e-06,blzj
廊,6.634078598351794e-06,blzk
窘,6.634078598351794e-06,blzl
得力,6.634078598351794e-06,blzm
统制,6.634078598351794e-06,blzn
纵深,6.634078598351794e-06,blzo
信贷资金,6.634078598351794e-06,blzp
兼并,6.634078598351794e-06,blzq
衬托,6.634078598351794e-06,blzr
竣工,6.634078598351794e-06,blzs
沐浴,6.634078598351794e-06,blzt
无理,6.634078598351794e-06,blzu
称得上,6.634078598351794e-06,blzv
冰凉,6.634078598351794e-06,blzw
血红蛋白,6.634078598351794e-06,blzx
挤满,6.634078598351794e-06,blzy
东面,6.634078598351794e-06,blzz
捉摸,6.634078598351794e-06,bmaa
躲开,6.634078598351794e-06,bmab
叫卖,6.634078598351794e-06,bmac
称量,6.634078598351794e-06,bmad
发怒,6.634078598351794e-06,bmae
高楼,6.634078598351794e-06,bmaf
大干,6.634078598351794e-06,bmag
讲故事,6.634078598351794e-06,bmah
插秧,6.634078598351794e-06,bmai
漫步,6.634078598351794e-06,bmaj
异物,6.634078598351794e-06,bmak
堂屋,6.634078598351794e-06,bmal
假象,6.634078598351794e-06,bmam
教导员,6.634078598351794e-06,bman
底子,6.634078598351794e-06,bmao
骨髓,6.634078598351794e-06,bmap
平反,6.634078598351794e-06,bmaq
喘气,6.634078598351794e-06,bmar
毛驴,6.634078598351794e-06,bmas
讲学,6.634078598351794e-06,bmat
准许,6.634078598351794e-06,bmau
消散,6.634078598351794e-06,bmav
幸好,6.634078598351794e-06,bmaw
和蔼,6.634078598351794e-06,bmax
聪明才智,6.634078598351794e-06,bmay
派兵,6.634078598351794e-06,bmaz
貌,6.634078598351794e-06,bmba
农林,6.634078598351794e-06,bmbb
经常性,6.634078598351794e-06,bmbc
嫦娥,6.634078598351794e-06,bmbd
小品,6.634078598351794e-06,bmbe
商品市场,6.634078598351794e-06,bmbf
养育,6.634078598351794e-06,bmbg
堪称,6.634078598351794e-06,bmbh
奔波,6.634078598351794e-06,bmbi
前身,6.634078598351794e-06,bmbj
出家,6.634078598351794e-06,bmbk
状元,6.634078598351794e-06,bmbl
任职,6.634078598351794e-06,bmbm
不如说,6.634078598351794e-06,bmbn
底片,6.634078598351794e-06,bmbo
推动力,6.634078598351794e-06,bmbp
拉丁,6.634078598351794e-06,bmbq
国旗,6.634078598351794e-06,bmbr
送礼,6.634078598351794e-06,bmbs
小明,6.634078598351794e-06,bmbt
诗篇,6.634078598351794e-06,bmbu
对得起,6.634078598351794e-06,bmbv
升学,6.634078598351794e-06,bmbw
回转,6.634078598351794e-06,bmbx
摇曳,6.634078598351794e-06,bmby
游到,6.634078598351794e-06,bmbz
师团,6.634078598351794e-06,bmca
受体,6.634078598351794e-06,bmcb
撒谎,6.634078598351794e-06,bmcc
待业,6.634078598351794e-06,bmcd
附带,6.634078598351794e-06,bmce
西岸,6.634078598351794e-06,bmcf
林立,6.634078598351794e-06,bmcg
娇,6.634078598351794e-06,bmch
钱财,6.634078598351794e-06,bmci
生硬,6.634078598351794e-06,bmcj
